"Date-time string","solar:solar ()"
2020-03-15T13:54:00+00:00,641
2020-03-15T13:55:00+00:00,1633
2020-03-15T13:56:00+00:00,633
2020-03-15T13:57:00+00:00,577
2020-03-15T13:58:00+00:00,594
2020-03-15T13:59:00+00:00,558
2020-03-15T14:00:00+00:00,583
2020-03-15T14:01:00+00:00,668
2020-03-15T14:02:00+00:00,803
2020-03-15T14:03:00+00:00,1640
2020-03-15T14:04:00+00:00,1107
2020-03-15T14:05:00+00:00,1615
2020-03-15T14:06:00+00:00,714
2020-03-15T14:07:00+00:00,597
2020-03-15T14:08:00+00:00,
2020-03-15T14:09:00+00:00,545
2020-03-15T14:10:00+00:00,542
2020-03-15T14:11:00+00:00,463
2020-03-15T14:12:00+00:00,1221
2020-03-15T14:13:00+00:00,1526
2020-03-15T14:14:00+00:00,1386
2020-03-15T14:15:00+00:00,1154
2020-03-15T14:16:00+00:00,368
2020-03-15T14:17:00+00:00,401
2020-03-15T14:18:00+00:00,1323
2020-03-15T14:19:00+00:00,951
2020-03-15T14:20:00+00:00,1435
2020-03-15T14:21:00+00:00,1424
2020-03-15T14:22:00+00:00,1429
2020-03-15T14:23:00+00:00,1492
2020-03-15T14:24:00+00:00,1502
2020-03-15T14:25:00+00:00,1547
2020-03-15T14:26:00+00:00,565
2020-03-15T14:27:00+00:00,852
2020-03-15T14:28:00+00:00,1058
2020-03-15T14:29:00+00:00,1457
2020-03-15T14:30:00+00:00,1348
2020-03-15T14:31:00+00:00,1276
2020-03-15T14:32:00+00:00,1181
2020-03-15T14:33:00+00:00,1183
2020-03-15T14:34:00+00:00,288
2020-03-15T14:35:00+00:00,278
2020-03-15T14:36:00+00:00,275
2020-03-15T14:37:00+00:00,752
2020-03-15T14:38:00+00:00,1153
2020-03-15T14:39:00+00:00,488
2020-03-15T14:40:00+00:00,395
2020-03-15T14:41:00+00:00,904
2020-03-15T14:42:00+00:00,1127
2020-03-15T14:43:00+00:00,1114
2020-03-15T14:44:00+00:00,1070
2020-03-15T14:45:00+00:00,1072
2020-03-15T14:46:00+00:00,1117
2020-03-15T14:47:00+00:00,1228
2020-03-15T14:48:00+00:00,1219
2020-03-15T14:49:00+00:00,1229
2020-03-15T14:50:00+00:00,1264
2020-03-15T14:51:00+00:00,1254
2020-03-15T14:52:00+00:00,1253
2020-03-15T14:53:00+00:00,1220
2020-03-15T14:54:00+00:00,1274
2020-03-15T14:55:00+00:00,1290
2020-03-15T14:56:00+00:00,1276
2020-03-15T14:57:00+00:00,1267
2020-03-15T14:58:00+00:00,1256
2020-03-15T14:59:00+00:00,1292
2020-03-15T15:00:00+00:00,629
2020-03-15T15:01:00+00:00,692
2020-03-15T15:02:00+00:00,1270
2020-03-15T15:03:00+00:00,1228
2020-03-15T15:04:00+00:00,1189
2020-03-15T15:05:00+00:00,1194
2020-03-15T15:06:00+00:00,1170
2020-03-15T15:07:00+00:00,1207
2020-03-15T15:08:00+00:00,869
2020-03-15T15:09:00+00:00,1241
2020-03-15T15:10:00+00:00,634
2020-03-15T15:11:00+00:00,650
2020-03-15T15:12:00+00:00,724
2020-03-15T15:13:00+00:00,849
2020-03-15T15:14:00+00:00,835
2020-03-15T15:15:00+00:00,1075
2020-03-15T15:16:00+00:00,583
2020-03-15T15:17:00+00:00,461
2020-03-15T15:18:00+00:00,797
2020-03-15T15:19:00+00:00,569
2020-03-15T15:20:00+00:00,954
2020-03-15T15:21:00+00:00,432
2020-03-15T15:22:00+00:00,405
2020-03-15T15:23:00+00:00,484
2020-03-15T15:24:00+00:00,840
2020-03-15T15:25:00+00:00,720
2020-03-15T15:26:00+00:00,879
2020-03-15T15:27:00+00:00,859
2020-03-15T15:28:00+00:00,836
2020-03-15T15:29:00+00:00,828
2020-03-15T15:30:00+00:00,801
2020-03-15T15:31:00+00:00,815
2020-03-15T15:32:00+00:00,787
2020-03-15T15:33:00+00:00,747
2020-03-15T15:34:00+00:00,736
2020-03-15T15:35:00+00:00,766
2020-03-15T15:36:00+00:00,725
2020-03-15T15:37:00+00:00,691
2020-03-15T15:38:00+00:00,701
2020-03-15T15:39:00+00:00,538
2020-03-15T15:40:00+00:00,552
2020-03-15T15:41:00+00:00,459
2020-03-15T15:42:00+00:00,446
2020-03-15T15:43:00+00:00,467
2020-03-15T15:44:00+00:00,475
2020-03-15T15:45:00+00:00,571
2020-03-15T15:46:00+00:00,599
2020-03-15T15:47:00+00:00,506
2020-03-15T15:48:00+00:00,505
2020-03-15T15:49:00+00:00,468
2020-03-15T15:50:00+00:00,482
2020-03-15T15:51:00+00:00,460
2020-03-15T15:52:00+00:00,352
2020-03-15T15:53:00+00:00,421
2020-03-15T15:54:00+00:00,410
2020-03-15T15:55:00+00:00,349
2020-03-15T15:56:00+00:00,295
2020-03-15T15:57:00+00:00,236
2020-03-15T15:58:00+00:00,211
2020-03-15T15:59:00+00:00,161
2020-03-15T16:00:00+00:00,117
2020-03-15T16:01:00+00:00,109
2020-03-15T16:02:00+00:00,125
2020-03-15T16:03:00+00:00,163
2020-03-15T16:04:00+00:00,152
2020-03-15T16:05:00+00:00,159
2020-03-15T16:06:00+00:00,156
2020-03-15T16:07:00+00:00,147
2020-03-15T16:08:00+00:00,152
2020-03-15T16:09:00+00:00,143
2020-03-15T16:10:00+00:00,144
2020-03-15T16:11:00+00:00,145
2020-03-15T16:12:00+00:00,144
2020-03-15T16:13:00+00:00,136
2020-03-15T16:14:00+00:00,150
2020-03-15T16:15:00+00:00,160
2020-03-15T16:16:00+00:00,165
2020-03-15T16:17:00+00:00,171
2020-03-15T16:18:00+00:00,164
2020-03-15T16:19:00+00:00,190
2020-03-15T16:20:00+00:00,192
2020-03-15T16:21:00+00:00,173
2020-03-15T16:22:00+00:00,145
2020-03-15T16:23:00+00:00,124
2020-03-15T16:24:00+00:00,105
2020-03-15T16:25:00+00:00,128
2020-03-15T16:26:00+00:00,136
2020-03-15T16:27:00+00:00,119
2020-03-15T16:28:00+00:00,116
2020-03-15T16:29:00+00:00,111
2020-03-15T16:30:00+00:00,104
2020-03-15T16:31:00+00:00,111
2020-03-15T16:32:00+00:00,113
2020-03-15T16:33:00+00:00,110
2020-03-15T16:34:00+00:00,119
2020-03-15T16:35:00+00:00,102
2020-03-15T16:36:00+00:00,74
2020-03-15T16:37:00+00:00,91
2020-03-15T16:38:00+00:00,96
2020-03-15T16:39:00+00:00,95
2020-03-15T16:40:00+00:00,99
2020-03-15T16:41:00+00:00,105
2020-03-15T16:42:00+00:00,105
2020-03-15T16:43:00+00:00,111
2020-03-15T16:44:00+00:00,128
2020-03-15T16:45:00+00:00,157
2020-03-15T16:46:00+00:00,182
2020-03-15T16:47:00+00:00,204
2020-03-15T16:48:00+00:00,229
2020-03-15T16:49:00+00:00,247
2020-03-15T16:50:00+00:00,280
2020-03-15T16:51:00+00:00,319
2020-03-15T16:52:00+00:00,354
2020-03-15T16:53:00+00:00,349
2020-03-15T16:54:00+00:00,352
2020-03-15T16:55:00+00:00,354
2020-03-15T16:56:00+00:00,380
2020-03-15T16:57:00+00:00,379
2020-03-15T16:58:00+00:00,372
2020-03-15T16:59:00+00:00,364
2020-03-15T17:00:00+00:00,359
2020-03-15T17:01:00+00:00,345
2020-03-15T17:02:00+00:00,329
2020-03-15T17:03:00+00:00,289
2020-03-15T17:04:00+00:00,263
2020-03-15T17:05:00+00:00,238
2020-03-15T17:06:00+00:00,207
2020-03-15T17:07:00+00:00,190
2020-03-15T17:08:00+00:00,173
2020-03-15T17:09:00+00:00,151
2020-03-15T17:10:00+00:00,147
2020-03-15T17:11:00+00:00,151
2020-03-15T17:12:00+00:00,130
2020-03-15T17:13:00+00:00,112
2020-03-15T17:14:00+00:00,108
2020-03-15T17:15:00+00:00,101
2020-03-15T17:16:00+00:00,92
2020-03-15T17:17:00+00:00,94
2020-03-15T17:18:00+00:00,71
2020-03-15T17:19:00+00:00,80
2020-03-15T17:20:00+00:00,70
2020-03-15T17:21:00+00:00,59
2020-03-15T17:22:00+00:00,52
2020-03-15T17:23:00+00:00,39
2020-03-15T17:24:00+00:00,34
2020-03-15T17:25:00+00:00,33
2020-03-15T17:26:00+00:00,40
2020-03-15T17:27:00+00:00,28
2020-03-15T17:28:00+00:00,33
2020-03-15T17:29:00+00:00,28
2020-03-15T17:30:00+00:00,31
2020-03-15T17:31:00+00:00,24
2020-03-15T17:32:00+00:00,19
2020-03-15T17:33:00+00:00,15
2020-03-15T17:34:00+00:00,14
2020-03-15T17:35:00+00:00,5
2020-03-15T17:36:00+00:00,5
2020-03-15T17:37:00+00:00,14
2020-03-15T17:38:00+00:00,0
2020-03-15T17:39:00+00:00,2
2020-03-15T17:40:00+00:00,3
2020-03-15T17:41:00+00:00,8
2020-03-15T17:42:00+00:00,2
2020-03-15T17:43:00+00:00,-6
2020-03-15T17:44:00+00:00,5
2020-03-15T17:45:00+00:00,-5
2020-03-15T17:46:00+00:00,-7
2020-03-15T17:47:00+00:00,-1
2020-03-15T17:48:00+00:00,-7
2020-03-15T17:49:00+00:00,-10
2020-03-15T17:50:00+00:00,3
2020-03-15T17:51:00+00:00,2
2020-03-15T17:52:00+00:00,1
2020-03-15T17:53:00+00:00,3
2020-03-15T17:54:00+00:00,3
2020-03-15T17:55:00+00:00,3
2020-03-15T17:56:00+00:00,2
2020-03-15T17:57:00+00:00,0
2020-03-15T17:58:00+00:00,4
2020-03-15T17:59:00+00:00,3
2020-03-15T18:00:00+00:00,3
2020-03-15T18:01:00+00:00,0
2020-03-15T18:02:00+00:00,2
2020-03-15T18:03:00+00:00,2
2020-03-15T18:04:00+00:00,2
2020-03-15T18:05:00+00:00,1
2020-03-15T18:06:00+00:00,2
2020-03-15T18:07:00+00:00,2
2020-03-15T18:08:00+00:00,3
2020-03-15T18:09:00+00:00,1
2020-03-15T18:10:00+00:00,1
2020-03-15T18:11:00+00:00,0
2020-03-15T18:12:00+00:00,1
2020-03-15T18:13:00+00:00,3
2020-03-15T18:14:00+00:00,2
2020-03-15T18:15:00+00:00,2
2020-03-15T18:16:00+00:00,0
2020-03-15T18:17:00+00:00,0
2020-03-15T18:18:00+00:00,2
2020-03-15T18:19:00+00:00,1
2020-03-15T18:20:00+00:00,1
2020-03-15T18:21:00+00:00,2
2020-03-15T18:22:00+00:00,0
2020-03-15T18:23:00+00:00,0
2020-03-15T18:24:00+00:00,0
2020-03-15T18:25:00+00:00,1
2020-03-15T18:26:00+00:00,4
2020-03-15T18:27:00+00:00,3
2020-03-15T18:28:00+00:00,5
2020-03-15T18:29:00+00:00,2
2020-03-15T18:30:00+00:00,1
2020-03-15T18:31:00+00:00,2
