"Date-time string","solar:solar ()"
2019-09-18T08:35:00+00:00,1845
2019-09-18T08:36:00+00:00,1875
2019-09-18T08:37:00+00:00,1856
2019-09-18T08:38:00+00:00,1872
2019-09-18T08:39:00+00:00,1871
2019-09-18T08:40:00+00:00,1869
2019-09-18T08:41:00+00:00,1855
2019-09-18T08:42:00+00:00,1884
2019-09-18T08:43:00+00:00,1866
2019-09-18T08:44:00+00:00,1859
2019-09-18T08:45:00+00:00,1890
2019-09-18T08:46:00+00:00,1878
2019-09-18T08:47:00+00:00,1892
2019-09-18T08:48:00+00:00,1888
2019-09-18T08:49:00+00:00,1902
2019-09-18T08:50:00+00:00,1904
2019-09-18T08:51:00+00:00,1880
2019-09-18T08:52:00+00:00,1890
2019-09-18T08:53:00+00:00,1922
2019-09-18T08:54:00+00:00,1924
2019-09-18T08:55:00+00:00,1924
2019-09-18T08:56:00+00:00,1927
2019-09-18T08:57:00+00:00,1946
2019-09-18T08:58:00+00:00,1927
2019-09-18T08:59:00+00:00,1943
2019-09-18T09:00:00+00:00,1974
2019-09-18T09:01:00+00:00,1940
2019-09-18T09:02:00+00:00,1953
2019-09-18T09:03:00+00:00,1967
2019-09-18T09:04:00+00:00,
2019-09-18T09:05:00+00:00,1949
2019-09-18T09:06:00+00:00,1978
2019-09-18T09:07:00+00:00,1961
2019-09-18T09:08:00+00:00,1955
2019-09-18T09:09:00+00:00,1941
2019-09-18T09:10:00+00:00,1996
2019-09-18T09:11:00+00:00,1974
2019-09-18T09:12:00+00:00,1981
2019-09-18T09:13:00+00:00,1999
2019-09-18T09:14:00+00:00,1976
2019-09-18T09:15:00+00:00,1977
2019-09-18T09:16:00+00:00,1982
2019-09-18T09:17:00+00:00,1982
2019-09-18T09:18:00+00:00,1984
2019-09-18T09:19:00+00:00,2014
2019-09-18T09:20:00+00:00,
2019-09-18T09:21:00+00:00,1996
2019-09-18T09:22:00+00:00,1995
2019-09-18T09:23:00+00:00,2010
2019-09-18T09:24:00+00:00,2012
2019-09-18T09:25:00+00:00,2005
2019-09-18T09:26:00+00:00,2039
2019-09-18T09:27:00+00:00,2000
2019-09-18T09:28:00+00:00,2066
2019-09-18T09:29:00+00:00,2050
2019-09-18T09:30:00+00:00,2042
2019-09-18T09:31:00+00:00,2020
2019-09-18T09:32:00+00:00,2038
2019-09-18T09:33:00+00:00,2040
2019-09-18T09:34:00+00:00,2033
2019-09-18T09:35:00+00:00,2057
2019-09-18T09:36:00+00:00,2058
2019-09-18T09:37:00+00:00,2042
2019-09-18T09:38:00+00:00,2048
2019-09-18T09:39:00+00:00,2056
2019-09-18T09:40:00+00:00,
2019-09-18T09:41:00+00:00,2056
2019-09-18T09:42:00+00:00,2097
2019-09-18T09:43:00+00:00,2046
2019-09-18T09:44:00+00:00,2074
2019-09-18T09:45:00+00:00,
2019-09-18T09:46:00+00:00,2070
2019-09-18T09:47:00+00:00,2095
2019-09-18T09:48:00+00:00,2074
2019-09-18T09:49:00+00:00,2072
2019-09-18T09:50:00+00:00,
2019-09-18T09:51:00+00:00,2072
2019-09-18T09:52:00+00:00,2080
2019-09-18T09:53:00+00:00,2094
2019-09-18T09:54:00+00:00,2102
2019-09-18T09:55:00+00:00,2093
2019-09-18T09:56:00+00:00,
2019-09-18T09:57:00+00:00,2076
2019-09-18T09:58:00+00:00,2097
2019-09-18T09:59:00+00:00,2111
2019-09-18T10:00:00+00:00,2098
2019-09-18T10:01:00+00:00,2109
2019-09-18T10:02:00+00:00,2103
2019-09-18T10:03:00+00:00,2111
2019-09-18T10:04:00+00:00,2120
2019-09-18T10:05:00+00:00,2069
2019-09-18T10:06:00+00:00,2108
2019-09-18T10:07:00+00:00,
2019-09-18T10:08:00+00:00,
2019-09-18T10:09:00+00:00,2128
2019-09-18T10:10:00+00:00,2146
2019-09-18T10:11:00+00:00,2132
2019-09-18T10:12:00+00:00,
2019-09-18T10:13:00+00:00,
2019-09-18T10:14:00+00:00,2117
2019-09-18T10:15:00+00:00,2089
2019-09-18T10:16:00+00:00,
2019-09-18T10:17:00+00:00,2094
2019-09-18T10:18:00+00:00,2114
2019-09-18T10:19:00+00:00,2101
2019-09-18T10:20:00+00:00,2109
2019-09-18T10:21:00+00:00,2124
2019-09-18T10:22:00+00:00,2103
2019-09-18T10:23:00+00:00,2133
2019-09-18T10:24:00+00:00,2092
2019-09-18T10:25:00+00:00,2141
2019-09-18T10:26:00+00:00,2099
2019-09-18T10:27:00+00:00,2116
2019-09-18T10:28:00+00:00,2106
2019-09-18T10:29:00+00:00,
2019-09-18T10:30:00+00:00,
2019-09-18T10:31:00+00:00,
2019-09-18T10:32:00+00:00,2136
2019-09-18T10:33:00+00:00,
2019-09-18T10:34:00+00:00,
2019-09-18T10:35:00+00:00,
2019-09-18T10:36:00+00:00,
2019-09-18T10:37:00+00:00,2116
2019-09-18T10:38:00+00:00,
2019-09-18T10:39:00+00:00,
2019-09-18T10:40:00+00:00,
2019-09-18T10:41:00+00:00,2114
2019-09-18T10:42:00+00:00,
2019-09-18T10:43:00+00:00,2113
2019-09-18T10:44:00+00:00,
2019-09-18T10:45:00+00:00,
2019-09-18T10:46:00+00:00,
2019-09-18T10:47:00+00:00,
2019-09-18T10:48:00+00:00,
2019-09-18T10:49:00+00:00,2089
2019-09-18T10:50:00+00:00,
2019-09-18T10:51:00+00:00,2082
2019-09-18T10:52:00+00:00,2094
2019-09-18T10:53:00+00:00,2101
2019-09-18T10:54:00+00:00,2067
2019-09-18T10:55:00+00:00,2063
2019-09-18T10:56:00+00:00,2064
2019-09-18T10:57:00+00:00,2081
2019-09-18T10:58:00+00:00,
2019-09-18T10:59:00+00:00,2076
2019-09-18T11:00:00+00:00,2089
2019-09-18T11:01:00+00:00,2082
2019-09-18T11:02:00+00:00,2005
2019-09-18T11:03:00+00:00,2069
2019-09-18T11:04:00+00:00,2081
2019-09-18T11:05:00+00:00,2053
2019-09-18T11:06:00+00:00,
2019-09-18T11:07:00+00:00,2063
2019-09-18T11:08:00+00:00,2058
2019-09-18T11:09:00+00:00,2063
2019-09-18T11:10:00+00:00,2069
2019-09-18T11:11:00+00:00,2040
2019-09-18T11:12:00+00:00,
2019-09-18T11:13:00+00:00,2053
2019-09-18T11:14:00+00:00,2070
2019-09-18T11:15:00+00:00,2032
2019-09-18T11:16:00+00:00,2084
2019-09-18T11:17:00+00:00,2061
2019-09-18T11:18:00+00:00,2032
2019-09-18T11:19:00+00:00,2019
2019-09-18T11:20:00+00:00,2052
2019-09-18T11:21:00+00:00,
2019-09-18T11:22:00+00:00,
2019-09-18T11:23:00+00:00,2033
2019-09-18T11:24:00+00:00,2055
2019-09-18T11:25:00+00:00,2031
2019-09-18T11:26:00+00:00,2034
2019-09-18T11:27:00+00:00,2015
2019-09-18T11:28:00+00:00,
2019-09-18T11:29:00+00:00,2031
2019-09-18T11:30:00+00:00,2023
2019-09-18T11:31:00+00:00,2037
2019-09-18T11:32:00+00:00,2021
2019-09-18T11:33:00+00:00,1987
2019-09-18T11:34:00+00:00,2003
2019-09-18T11:35:00+00:00,2026
2019-09-18T11:36:00+00:00,2010
2019-09-18T11:37:00+00:00,1993
2019-09-18T11:38:00+00:00,2020
2019-09-18T11:39:00+00:00,1967
2019-09-18T11:40:00+00:00,2012
2019-09-18T11:41:00+00:00,2006
2019-09-18T11:42:00+00:00,2015
2019-09-18T11:43:00+00:00,1990
2019-09-18T11:44:00+00:00,1989
2019-09-18T11:45:00+00:00,1986
2019-09-18T11:46:00+00:00,1993
2019-09-18T11:47:00+00:00,2035
2019-09-18T11:48:00+00:00,1991
2019-09-18T11:49:00+00:00,1987
2019-09-18T11:50:00+00:00,1975
2019-09-18T11:51:00+00:00,1992
2019-09-18T11:52:00+00:00,1986
2019-09-18T11:53:00+00:00,1948
2019-09-18T11:54:00+00:00,1958
2019-09-18T11:55:00+00:00,1959
2019-09-18T11:56:00+00:00,1964
2019-09-18T11:57:00+00:00,1956
2019-09-18T11:58:00+00:00,1946
2019-09-18T11:59:00+00:00,1943
2019-09-18T12:00:00+00:00,1925
2019-09-18T12:01:00+00:00,1955
2019-09-18T12:02:00+00:00,1931
2019-09-18T12:03:00+00:00,1925
2019-09-18T12:04:00+00:00,
2019-09-18T12:05:00+00:00,1927
2019-09-18T12:06:00+00:00,1946
2019-09-18T12:07:00+00:00,1935
2019-09-18T12:08:00+00:00,1931
2019-09-18T12:09:00+00:00,1960
2019-09-18T12:10:00+00:00,1925
2019-09-18T12:11:00+00:00,1895
2019-09-18T12:12:00+00:00,1903
2019-09-18T12:13:00+00:00,1906
2019-09-18T12:14:00+00:00,1898
2019-09-18T12:15:00+00:00,1900
2019-09-18T12:16:00+00:00,1898
2019-09-18T12:17:00+00:00,1864
2019-09-18T12:18:00+00:00,1932
2019-09-18T12:19:00+00:00,1892
2019-09-18T12:20:00+00:00,1890
2019-09-18T12:21:00+00:00,1891
2019-09-18T12:22:00+00:00,1876
2019-09-18T12:23:00+00:00,1895
2019-09-18T12:24:00+00:00,1852
2019-09-18T12:25:00+00:00,1858
2019-09-18T12:26:00+00:00,1863
2019-09-18T12:27:00+00:00,1834
2019-09-18T12:28:00+00:00,1824
2019-09-18T12:29:00+00:00,1852
2019-09-18T12:30:00+00:00,1808
2019-09-18T12:31:00+00:00,1825
2019-09-18T12:32:00+00:00,1859
2019-09-18T12:33:00+00:00,1819
2019-09-18T12:34:00+00:00,1794
2019-09-18T12:35:00+00:00,1800
2019-09-18T12:36:00+00:00,1811
2019-09-18T12:37:00+00:00,1813
2019-09-18T12:38:00+00:00,1802
2019-09-18T12:39:00+00:00,1784
2019-09-18T12:40:00+00:00,1765
2019-09-18T12:41:00+00:00,1736
2019-09-18T12:42:00+00:00,1756
2019-09-18T12:43:00+00:00,1770
2019-09-18T12:44:00+00:00,1750
2019-09-18T12:45:00+00:00,1755
2019-09-18T12:46:00+00:00,1742
2019-09-18T12:47:00+00:00,1739
2019-09-18T12:48:00+00:00,1719
2019-09-18T12:49:00+00:00,1734
2019-09-18T12:50:00+00:00,1710
2019-09-18T12:51:00+00:00,1732
2019-09-18T12:52:00+00:00,1691
2019-09-18T12:53:00+00:00,
2019-09-18T12:54:00+00:00,
2019-09-18T12:55:00+00:00,1690
2019-09-18T12:56:00+00:00,
2019-09-18T12:57:00+00:00,1693
2019-09-18T12:58:00+00:00,1678
2019-09-18T12:59:00+00:00,1639
2019-09-18T13:00:00+00:00,1636
2019-09-18T13:01:00+00:00,1645
2019-09-18T13:02:00+00:00,1632
2019-09-18T13:03:00+00:00,1635
2019-09-18T13:04:00+00:00,1655
2019-09-18T13:05:00+00:00,1641
2019-09-18T13:06:00+00:00,1605
2019-09-18T13:07:00+00:00,1618
2019-09-18T13:08:00+00:00,1637
2019-09-18T13:09:00+00:00,1603
2019-09-18T13:10:00+00:00,1596
2019-09-18T13:11:00+00:00,1619
2019-09-18T13:12:00+00:00,1597
2019-09-18T13:13:00+00:00,1598
2019-09-18T13:14:00+00:00,1550
2019-09-18T13:15:00+00:00,1589
2019-09-18T13:16:00+00:00,1502
2019-09-18T13:17:00+00:00,1548
2019-09-18T13:18:00+00:00,1547
2019-09-18T13:19:00+00:00,1541
2019-09-18T13:20:00+00:00,1536
2019-09-18T13:21:00+00:00,1525
2019-09-18T13:22:00+00:00,1505
2019-09-18T13:23:00+00:00,1512
2019-09-18T13:24:00+00:00,1495
2019-09-18T13:25:00+00:00,1488
2019-09-18T13:26:00+00:00,1429
2019-09-18T13:27:00+00:00,1243
2019-09-18T13:28:00+00:00,1457
2019-09-18T13:29:00+00:00,1444
2019-09-18T13:30:00+00:00,1448
2019-09-18T13:31:00+00:00,1452
2019-09-18T13:32:00+00:00,1437
2019-09-18T13:33:00+00:00,1434
2019-09-18T13:34:00+00:00,1424
2019-09-18T13:35:00+00:00,1417
2019-09-18T13:36:00+00:00,1414
2019-09-18T13:37:00+00:00,1407
2019-09-18T13:38:00+00:00,1388
2019-09-18T13:39:00+00:00,1392
2019-09-18T13:40:00+00:00,1374
2019-09-18T13:41:00+00:00,1377
2019-09-18T13:42:00+00:00,1386
2019-09-18T13:43:00+00:00,1379
2019-09-18T13:44:00+00:00,1352
2019-09-18T13:45:00+00:00,1364
2019-09-18T13:46:00+00:00,1336
2019-09-18T13:47:00+00:00,1319
2019-09-18T13:48:00+00:00,1320
2019-09-18T13:49:00+00:00,1299
2019-09-18T13:50:00+00:00,1299
2019-09-18T13:51:00+00:00,1297
2019-09-18T13:52:00+00:00,1283
2019-09-18T13:53:00+00:00,1289
2019-09-18T13:54:00+00:00,1261
2019-09-18T13:55:00+00:00,1242
2019-09-18T13:56:00+00:00,1241
2019-09-18T13:57:00+00:00,1263
2019-09-18T13:58:00+00:00,1258
2019-09-18T13:59:00+00:00,1247
2019-09-18T14:00:00+00:00,1227
2019-09-18T14:01:00+00:00,1220
2019-09-18T14:02:00+00:00,1208
2019-09-18T14:03:00+00:00,1213
2019-09-18T14:04:00+00:00,1178
2019-09-18T14:05:00+00:00,1169
2019-09-18T14:06:00+00:00,1159
2019-09-18T14:07:00+00:00,1150
2019-09-18T14:08:00+00:00,1153
2019-09-18T14:09:00+00:00,1149
2019-09-18T14:10:00+00:00,1144
2019-09-18T14:11:00+00:00,1107
2019-09-18T14:12:00+00:00,1110
2019-09-18T14:13:00+00:00,1100
2019-09-18T14:14:00+00:00,1089
2019-09-18T14:15:00+00:00,1084
2019-09-18T14:16:00+00:00,1085
2019-09-18T14:17:00+00:00,1051
2019-09-18T14:18:00+00:00,1081
2019-09-18T14:19:00+00:00,1049
2019-09-18T14:20:00+00:00,1055
2019-09-18T14:21:00+00:00,1044
2019-09-18T14:22:00+00:00,1022
2019-09-18T14:23:00+00:00,1024
2019-09-18T14:24:00+00:00,1032
2019-09-18T14:25:00+00:00,992
2019-09-18T14:26:00+00:00,992
2019-09-18T14:27:00+00:00,991
2019-09-18T14:28:00+00:00,968
2019-09-18T14:29:00+00:00,976
2019-09-18T14:30:00+00:00,947
2019-09-18T14:31:00+00:00,938
2019-09-18T14:32:00+00:00,955
2019-09-18T14:33:00+00:00,923
2019-09-18T14:34:00+00:00,913
2019-09-18T14:35:00+00:00,900
2019-09-18T14:36:00+00:00,878
2019-09-18T14:37:00+00:00,867
2019-09-18T14:38:00+00:00,883
2019-09-18T14:39:00+00:00,854
2019-09-18T14:40:00+00:00,853
2019-09-18T14:41:00+00:00,842
2019-09-18T14:42:00+00:00,827
2019-09-18T14:43:00+00:00,829
2019-09-18T14:44:00+00:00,
2019-09-18T14:45:00+00:00,820
2019-09-18T14:46:00+00:00,795
2019-09-18T14:47:00+00:00,811
2019-09-18T14:48:00+00:00,772
2019-09-18T14:49:00+00:00,760
2019-09-18T14:50:00+00:00,751
2019-09-18T14:51:00+00:00,741
2019-09-18T14:52:00+00:00,744
2019-09-18T14:53:00+00:00,731
2019-09-18T14:54:00+00:00,714
2019-09-18T14:55:00+00:00,705
2019-09-18T14:56:00+00:00,693
2019-09-18T14:57:00+00:00,677
2019-09-18T14:58:00+00:00,679
2019-09-18T14:59:00+00:00,647
2019-09-18T15:00:00+00:00,640
2019-09-18T15:01:00+00:00,626
2019-09-18T15:02:00+00:00,630
2019-09-18T15:03:00+00:00,586
2019-09-18T15:04:00+00:00,617
2019-09-18T15:05:00+00:00,600
2019-09-18T15:06:00+00:00,620
2019-09-18T15:07:00+00:00,593
2019-09-18T15:08:00+00:00,563
2019-09-18T15:09:00+00:00,571
2019-09-18T15:10:00+00:00,553
2019-09-18T15:11:00+00:00,552
2019-09-18T15:12:00+00:00,519
2019-09-18T15:13:00+00:00,569
2019-09-18T15:14:00+00:00,505
2019-09-18T15:15:00+00:00,510
2019-09-18T15:16:00+00:00,
2019-09-18T15:17:00+00:00,498
2019-09-18T15:18:00+00:00,455
2019-09-18T15:19:00+00:00,423
2019-09-18T15:20:00+00:00,405
2019-09-18T15:21:00+00:00,401
2019-09-18T15:22:00+00:00,375
2019-09-18T15:23:00+00:00,333
2019-09-18T15:24:00+00:00,305
2019-09-18T15:25:00+00:00,324
2019-09-18T15:26:00+00:00,293
2019-09-18T15:27:00+00:00,267
2019-09-18T15:28:00+00:00,257
2019-09-18T15:29:00+00:00,
2019-09-18T15:30:00+00:00,205
2019-09-18T15:31:00+00:00,180
2019-09-18T15:32:00+00:00,178
2019-09-18T15:33:00+00:00,153
2019-09-18T15:34:00+00:00,154
2019-09-18T15:35:00+00:00,147
2019-09-18T15:36:00+00:00,130
2019-09-18T15:37:00+00:00,140
2019-09-18T15:38:00+00:00,122
2019-09-18T15:39:00+00:00,126
2019-09-18T15:40:00+00:00,127
2019-09-18T15:41:00+00:00,128
2019-09-18T15:42:00+00:00,128
2019-09-18T15:43:00+00:00,116
2019-09-18T15:44:00+00:00,120
2019-09-18T15:45:00+00:00,120
2019-09-18T15:46:00+00:00,124
2019-09-18T15:47:00+00:00,124
2019-09-18T15:48:00+00:00,133
2019-09-18T15:49:00+00:00,129
2019-09-18T15:50:00+00:00,123
2019-09-18T15:51:00+00:00,118
2019-09-18T15:52:00+00:00,127
2019-09-18T15:53:00+00:00,129
2019-09-18T15:54:00+00:00,124
2019-09-18T15:55:00+00:00,128
2019-09-18T15:56:00+00:00,122
2019-09-18T15:57:00+00:00,116
2019-09-18T15:58:00+00:00,116
2019-09-18T15:59:00+00:00,112
2019-09-18T16:00:00+00:00,107
2019-09-18T16:01:00+00:00,110
2019-09-18T16:02:00+00:00,107
2019-09-18T16:03:00+00:00,111
2019-09-18T16:04:00+00:00,103
2019-09-18T16:05:00+00:00,110
2019-09-18T16:06:00+00:00,104
2019-09-18T16:07:00+00:00,103
2019-09-18T16:08:00+00:00,92
2019-09-18T16:09:00+00:00,99
2019-09-18T16:10:00+00:00,91
2019-09-18T16:11:00+00:00,87
2019-09-18T16:12:00+00:00,87
2019-09-18T16:13:00+00:00,90
2019-09-18T16:14:00+00:00,88
2019-09-18T16:15:00+00:00,86
2019-09-18T16:16:00+00:00,80
2019-09-18T16:17:00+00:00,81
2019-09-18T16:18:00+00:00,86
2019-09-18T16:19:00+00:00,83
2019-09-18T16:20:00+00:00,78
2019-09-18T16:21:00+00:00,82
2019-09-18T16:22:00+00:00,84
2019-09-18T16:23:00+00:00,77
2019-09-18T16:24:00+00:00,70
2019-09-18T16:25:00+00:00,78
2019-09-18T16:26:00+00:00,82
2019-09-18T16:27:00+00:00,82
2019-09-18T16:28:00+00:00,68
2019-09-18T16:29:00+00:00,78
2019-09-18T16:30:00+00:00,74
2019-09-18T16:31:00+00:00,70
2019-09-18T16:32:00+00:00,72
2019-09-18T16:33:00+00:00,74
2019-09-18T16:34:00+00:00,69
2019-09-18T16:35:00+00:00,61
2019-09-18T16:36:00+00:00,69
2019-09-18T16:37:00+00:00,72
2019-09-18T16:38:00+00:00,60
2019-09-18T16:39:00+00:00,65
2019-09-18T16:40:00+00:00,63
2019-09-18T16:41:00+00:00,64
2019-09-18T16:42:00+00:00,63
2019-09-18T16:43:00+00:00,57
2019-09-18T16:44:00+00:00,60
2019-09-18T16:45:00+00:00,60
2019-09-18T16:46:00+00:00,60
2019-09-18T16:47:00+00:00,60
2019-09-18T16:48:00+00:00,64
2019-09-18T16:49:00+00:00,53
2019-09-18T16:50:00+00:00,52
2019-09-18T16:51:00+00:00,
2019-09-18T16:52:00+00:00,55
2019-09-18T16:53:00+00:00,51
2019-09-18T16:54:00+00:00,52
2019-09-18T16:55:00+00:00,45
2019-09-18T16:56:00+00:00,51
2019-09-18T16:57:00+00:00,55
2019-09-18T16:58:00+00:00,
2019-09-18T16:59:00+00:00,49
2019-09-18T17:00:00+00:00,44
2019-09-18T17:01:00+00:00,43
2019-09-18T17:02:00+00:00,42
2019-09-18T17:03:00+00:00,43
2019-09-18T17:04:00+00:00,42
2019-09-18T17:05:00+00:00,41
2019-09-18T17:06:00+00:00,42
2019-09-18T17:07:00+00:00,40
2019-09-18T17:08:00+00:00,45
2019-09-18T17:09:00+00:00,49
2019-09-18T17:10:00+00:00,42
2019-09-18T17:11:00+00:00,44
2019-09-18T17:12:00+00:00,40
2019-09-18T17:13:00+00:00,44
2019-09-18T17:14:00+00:00,36
2019-09-18T17:15:00+00:00,33
2019-09-18T17:16:00+00:00,37
2019-09-18T17:17:00+00:00,39
2019-09-18T17:18:00+00:00,32
2019-09-18T17:19:00+00:00,36
2019-09-18T17:20:00+00:00,31
2019-09-18T17:21:00+00:00,27
2019-09-18T17:22:00+00:00,29
2019-09-18T17:23:00+00:00,30
2019-09-18T17:24:00+00:00,30
2019-09-18T17:25:00+00:00,35
2019-09-18T17:26:00+00:00,26
2019-09-18T17:27:00+00:00,26
2019-09-18T17:28:00+00:00,21
2019-09-18T17:29:00+00:00,21
2019-09-18T17:30:00+00:00,18
2019-09-18T17:31:00+00:00,20
2019-09-18T17:32:00+00:00,13
